title,author,filepath,rubypath,year,url
皇帝の使者,フランツ・カフカ　Franz Kafka,,,1960.0,https://www.aozora.gr.jp/cards/001235/files/49860_41920.html
最初の苦悩,フランツ・カフカ　Franz Kafka,,,1960.0,https://www.aozora.gr.jp/cards/001235/files/49861_41921.html
道理の前で,フランツ・カフカ　Franz Kafka,,,2007.0,https://www.aozora.gr.jp/cards/001235/files/47213_28180.html
城,フランツ・カフカ　Franz Kafka,,,1960.0,https://www.aozora.gr.jp/cards/001235/files/49862_45839.html
審判,フランツ・カフカ　Franz Kafka,,,1971.0,https://www.aozora.gr.jp/cards/001235/files/49863_41911.html
断食芸人,フランツ・カフカ　Franz Kafka,,,1960.0,https://www.aozora.gr.jp/cards/001235/files/49864_41927.html
流刑地で,フランツ・カフカ　Franz Kafka,,,1960.0,https://www.aozora.gr.jp/cards/001235/files/49867_41929.html
愛か,李光洙,,,1909.0,https://www.aozora.gr.jp/cards/001601/files/53796_70442.html
弘法大師と景教との關係,イー、エー、ゴルドン,,,1909.0,https://www.aozora.gr.jp/cards/001241/files/46428_67347.html
燕枝芸談,談洲楼燕枝（二代）,,,1934.0,https://www.aozora.gr.jp/cards/000274/files/1674_21036.html
猫吉親方,ペロー　Perrault,,,1950.0,https://www.aozora.gr.jp/cards/001134/files/43118_21538.html
灰だらけ姫,ペロー　Perrault,,,1950.0,https://www.aozora.gr.jp/cards/001134/files/43120_21537.html
眠る森のお姫さま,ペロー　Perrault,,,1950.0,https://www.aozora.gr.jp/cards/001134/files/43119_21539.html
青ひげ,ペロー　Perrault,,,1950.0,https://www.aozora.gr.jp/cards/001134/files/43117_21536.html
ＲＵＲ――ロッサム世界ロボット製作所,カレル・チャペック　Karel Capek,,,2003.0,https://www.aozora.gr.jp/cards/001236/files/46345_23174.html
石工,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55211_49267.html
ハルレム,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55212_49272.html
胡弓,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55208_49269.html
欝金草賣,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55210_49268.html
錬金道士,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55207_49273.html
サバトの門立,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55206_49271.html
五本の指,ルイ・ベルトラン　Louis Bertrand,,,1915.0,https://www.aozora.gr.jp/cards/001709/files/55209_49270.html
宋書倭國傳,沈約,,,1951.0,https://www.aozora.gr.jp/cards/001485/files/51154_41518.html
菜の花物語,児玉花外,,,1911.0,https://www.aozora.gr.jp/cards/000553/files/49201_33059.html
箱根の山,田中英光,,,1946.0,https://www.aozora.gr.jp/cards/000126/files/49384_63057.html
さようなら,田中英光,,,1979.0,https://www.aozora.gr.jp/cards/000126/files/729_43614.html
野狐,田中英光,,,1949.0,https://www.aozora.gr.jp/cards/000126/files/1663_21034.html
オリンポスの果実,田中英光,,,1940.0,https://www.aozora.gr.jp/cards/000126/files/669_43608.html
佐渡が島のこと,江南文三,,,1924.0,https://www.aozora.gr.jp/cards/001321/files/48179_35087.html
佐渡が島を出て,江南文三,,,1926.0,https://www.aozora.gr.jp/cards/001321/files/48182_35088.html
相川おけさ,江南文三,,,1926.0,https://www.aozora.gr.jp/cards/001321/files/48183_35085.html
佐渡が島を出て,江南文三,,,1926.0,https://www.aozora.gr.jp/cards/001321/files/48181_35089.html
佐渡が島から,江南文三,,,1925.0,https://www.aozora.gr.jp/cards/001321/files/48180_35086.html
展望,福士幸次郎,,,1920.0,https://www.aozora.gr.jp/cards/000754/files/48379_32500.html
太陽の子,福士幸次郎,,,1914.0,https://www.aozora.gr.jp/cards/000754/files/48377_32498.html
津軽地方特有の俚諺,福士幸次郎,,,1967.0,https://www.aozora.gr.jp/cards/000754/files/51947_41140.html
地方主義篇,福士幸次郎,,,1929.0,https://www.aozora.gr.jp/cards/000754/files/48378_32556.html
鸚鵡,福士孝次郎,,,1928.0,https://www.aozora.gr.jp/cards/000754/files/48376_32555.html
公開書架（Open-shelf-system）につきて,佐野友三郎,,,1907.0,https://www.aozora.gr.jp/cards/001227/files/46210_29093.html
学校教育における図書館の利用,佐野友三郎,,,1916.0,https://www.aozora.gr.jp/cards/001227/files/46209_29092.html
巡回書庫と町村図書館と,佐野友三郎,,,1906.0,https://www.aozora.gr.jp/cards/001227/files/46208_28887.html
米国巡回文庫起源及び発達,佐野友三郎,,,1902.0,https://www.aozora.gr.jp/cards/001227/files/46211_28886.html
夜釣の怪,池田輝方,,,1911.0,https://www.aozora.gr.jp/cards/001352/files/49203_33043.html
臨終まで,梶井久,,,1932.0,https://www.aozora.gr.jp/cards/000244/files/1329_27721.html
雪の白峰,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/912_20736.html
菜の花,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/1462_16657.html
雪中富士登山記,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/738_13469.html
奥常念岳の絶巓に立つ記,小島烏水,,,1907.0,https://www.aozora.gr.jp/cards/000027/files/58158_69736.html
白峰山脈縦断記,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/2427_36015.html
上高地風景保護論,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/433_20734.html
「続スウィス日記」発掘の始末,小島烏水,,,1930.0,https://www.aozora.gr.jp/cards/000027/files/60466_74611.html
亡びゆく森,小島烏水,,,1980.0,https://www.aozora.gr.jp/cards/000027/files/1464_16923.html
谷より峰へ峰より谷へ,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/2428_36016.html
山を讃する文,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/2365_13468.html
火と氷のシャスタ山,小島烏水,,,1929.0,https://www.aozora.gr.jp/cards/000027/files/49585_38161.html
高山の雪,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/523_20730.html
日本山岳景の特色,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/644_20732.html
天竜川,小島烏水,,,1914.0,https://www.aozora.gr.jp/cards/000027/files/4624_10282.html
霧の不二、月の不二,小島烏水,,,1980.0,https://www.aozora.gr.jp/cards/000027/files/2426_24393.html
紀行文家の群れ,小島烏水,,,1996.0,https://www.aozora.gr.jp/cards/000027/files/1461_11100.html
不尽の高根,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/2429_17226.html
槍ヶ岳第三回登山,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/1463_10255.html
梓川の上流,小島烏水,,,1979.0,https://www.aozora.gr.jp/cards/000027/files/221_20731.html
独楽,高祖保,,,1988.0,https://www.aozora.gr.jp/cards/001774/files/56172_53575.html
雪,高祖保,,,1942.0,https://www.aozora.gr.jp/cards/001774/files/56173_53576.html
希臘十字,高祖保,,,1933.0,https://www.aozora.gr.jp/cards/001774/files/56171_53104.html
三重塔にて,福永信,,,2019.0,https://www.aozora.gr.jp/cards/001917/files/61172_74830.html
グローバルタワーにて,福永信,,,2016.0,https://www.aozora.gr.jp/cards/001917/files/58173_60563.html
女子霧ヶ峰登山記,島木赤彦,,,1906.0,https://www.aozora.gr.jp/cards/000265/files/59421_70485.html
諏訪湖畔冬の生活,島木赤彦,,,1998.0,https://www.aozora.gr.jp/cards/000265/files/46174_24886.html
早耳三次捕物聞書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48041_31620.html
平馬と鶯,林不忘,,,1927.0,https://www.aozora.gr.jp/cards/000290/files/1804_18468.html
煩悩秘文書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/1803_31624.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48043_31618.html
釘抜藤吉捕物覚書,林不忘,,,1925.0,https://www.aozora.gr.jp/cards/000290/files/48045_31616.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48052_31609.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48047_31614.html
あの顔,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/1811_18470.html
丹下左膳,林不忘,,,1934.0,https://www.aozora.gr.jp/cards/000290/files/1800_9299.html
早耳三次捕物聞書,林不忘,,,1928.0,https://www.aozora.gr.jp/cards/000290/files/48039_31622.html
釘抜藤吉捕物覚書,林不忘,,,1925.0,https://www.aozora.gr.jp/cards/000290/files/48048_31613.html
早耳三次捕物聞書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48038_31623.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48053_31608.html
仇討たれ戯作,林不忘,,,1934.0,https://www.aozora.gr.jp/cards/000290/files/1812_7903.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48050_31611.html
釘抜藤吉捕物覚書,林不忘,,,1925.0,https://www.aozora.gr.jp/cards/000290/files/47988_31607.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48051_31610.html
つづれ烏羽玉,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/46229_34397.html
口笛を吹く武士,林不忘,,,1932.0,https://www.aozora.gr.jp/cards/000290/files/1810_7907.html
早耳三次捕物聞書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48040_31621.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48049_31612.html
丹下左膳,林不忘,,,1933.0,https://www.aozora.gr.jp/cards/000290/files/24377_20635.html
丹下左膳,林不忘,,,1927.0,https://www.aozora.gr.jp/cards/000290/files/24376_19396.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48046_31615.html
魔像,林不忘,,,1968.0,https://www.aozora.gr.jp/cards/000290/files/45670_32794.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48042_31619.html
釘抜藤吉捕物覚書,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/48044_31617.html
元禄十三年,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/1808_7909.html
若き日の成吉思汗,林不忘,,,1934.0,https://www.aozora.gr.jp/cards/000290/files/1806_31625.html
寛永相合傘,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/1809_7905.html
稲生播磨守,林不忘,,,1935.0,https://www.aozora.gr.jp/cards/000290/files/1807_31606.html
巷説享保図絵,林不忘,,,1970.0,https://www.aozora.gr.jp/cards/000290/files/46228_37052.html
古句を観る,柴田宵曲,,,1943.0,https://www.aozora.gr.jp/cards/001832/files/57179_60631.html
「俳諧大要」解説,柴田宵曲,,,1955.0,https://www.aozora.gr.jp/cards/001832/files/57360_68772.html
貸借,柴田宵曲,,,1949.0,https://www.aozora.gr.jp/cards/001832/files/58929_65490.html
ベートーヴェンの生涯,片山敏彦,,,1938.0,https://www.aozora.gr.jp/cards/001539/files/54373_46433.html
暗い時間に,片山敏彦,,,1970.0,https://www.aozora.gr.jp/cards/001539/files/60911_76402.html
ベートーヴェンの生涯,片山敏彦,,,1938.0,https://www.aozora.gr.jp/cards/001539/files/54374_46226.html
美女,西東三鬼,,,1980.0,https://www.aozora.gr.jp/cards/001668/files/54459_49689.html
秋の暮,西東三鬼,,,1980.0,https://www.aozora.gr.jp/cards/001668/files/54457_49649.html
今日,西東三鬼,,,1948.0,https://www.aozora.gr.jp/cards/001668/files/55253_64333.html
女靴下の話,西東三鬼,,,1980.0,https://www.aozora.gr.jp/cards/001668/files/54458_49687.html
抒情小曲集,田辺孝次,,,1918.0,https://www.aozora.gr.jp/cards/001610/files/53937_50172.html
メランコリア,三富朽葉,,,1910.0,https://www.aozora.gr.jp/cards/000799/files/60994_76066.html
水のほとりに,三富朽葉,,,1909.0,https://www.aozora.gr.jp/cards/000799/files/60992_76051.html
ピアノ,三富朽葉,,,1910.0,https://www.aozora.gr.jp/cards/000799/files/60993_76052.html
深夜,三富朽葉,,,1926.0,https://www.aozora.gr.jp/cards/000799/files/60990_76067.html
カフェー,勝本清一郎,,,1964.0,https://www.aozora.gr.jp/cards/001978/files/58941_63602.html
吉右衛門の第一印象,小宮豊隆,,,1962.0,https://www.aozora.gr.jp/cards/001884/files/58931_65735.html
知られざる漱石,小宮豐隆,,,1951.0,https://www.aozora.gr.jp/cards/001884/files/58010_60643.html
瀧口入道,高山樗牛,,,1894.0,https://www.aozora.gr.jp/cards/000271/files/1556_45797.html
一葉女史の「たけくらべ」を讀みて,高山樗牛,,,1967.0,https://www.aozora.gr.jp/cards/000271/files/4378_18570.html
美的生活を論ず,高山樗牛,,,1967.0,https://www.aozora.gr.jp/cards/000271/files/4603_7318.html
人生終に奈何,高山樗牛,,,1967.0,https://www.aozora.gr.jp/cards/000271/files/4377_14513.html
清見寺の鐘聲,高山樗牛,,,1928.0,https://www.aozora.gr.jp/cards/000271/files/4381_14058.html
盗聴者,Ａ. ブラックウッド　A. Blackwood,,,2017.0,https://www.aozora.gr.jp/cards/001951/files/58701_63937.html
秘密礼拜式,アルジャナン・ブラックウッド,,,1961.0,https://www.aozora.gr.jp/cards/001951/files/59047_66522.html
浴槽,大坪砂男,,,1950.0,https://www.aozora.gr.jp/cards/001824/files/57067_58185.html
小島の春,高野六郎,,,1981.0,https://www.aozora.gr.jp/cards/001697/files/55154_55349.html
寒山拾得,森鴎外,,,1973.0,https://www.aozora.gr.jp/cards/000129/files/679_15361.html
食堂,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/2599_23033.html
妄想,森鴎外,,,1970.0,https://www.aozora.gr.jp/cards/000129/files/683_23194.html
かのように,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/678_22884.html
なかじきり,森鴎外,,,1917.0,https://www.aozora.gr.jp/cards/000129/files/2049_19789.html
木精,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/2597_22938.html
身上話,森林太郎,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/59401_70193.html
高瀬舟,森鴎外,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/45245_22007.html
柵草紙の山房論文,森鴎外,,,1891.0,https://www.aozora.gr.jp/cards/000129/files/2080_48306.html
護持院原の敵討,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/1054_23200.html
私が十四五歳の時,森林太郎,,,1909.0,https://www.aozora.gr.jp/cards/000129/files/49252_36954.html
カズイスチカ,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/680_23198.html
高瀬舟,森林太郎,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/692_16057.html
遺言三種,森鴎外,,,1992.0,https://www.aozora.gr.jp/cards/000129/files/1117_23196.html
Resignation の説,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/45272_19217.html
金貨,森鴎外,,,1909.0,https://www.aozora.gr.jp/cards/000129/files/58982_72660.html
みちの記,森鴎外,,,1890.0,https://www.aozora.gr.jp/cards/000129/files/2083_27758.html
翻譯に就いて,森林太郎,,,1914.0,https://www.aozora.gr.jp/cards/000129/files/49251_36953.html
鶏,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/42375_18250.html
能久親王年譜,森鴎外,,,1908.0,https://www.aozora.gr.jp/cards/000129/files/46332_30636.html
ロビンソン・クルソオ,森林太郎,,,1911.0,https://www.aozora.gr.jp/cards/000129/files/53713_46707.html
普請中,森鴎外,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/45255_19786.html
うたかたの記,森鴎外,,,1890.0,https://www.aozora.gr.jp/cards/000129/files/694_23250.html
細木香以,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/4459_18093.html
古い手帳から,森鴎外,,,1921.0,https://www.aozora.gr.jp/cards/000129/files/49250_48303.html
牛鍋,森鴎外,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/3615_12063.html
寒山拾得縁起,森鴎外,,,1967.0,https://www.aozora.gr.jp/cards/000129/files/43732_17109.html
渋江抽斎,森鴎外,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/2058_19628.html
心中,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/690_23035.html
歴史其儘と歴史離れ,森鴎外,,,1915.0,https://www.aozora.gr.jp/cards/000129/files/684_18395.html
夏目漱石論,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/45271_19218.html
魚玄機,森鴎外,,,1995.0,https://www.aozora.gr.jp/cards/000129/files/2051_22886.html
假名遣意見,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/677_22837.html
舞姫,森鴎外,,,1969.0,https://www.aozora.gr.jp/cards/000129/files/2078_15963.html
安井夫人,森鴎外,,,1972.0,https://www.aozora.gr.jp/cards/000129/files/696_23260.html
寒山拾得,森鴎外,,,1967.0,https://www.aozora.gr.jp/cards/000129/files/1071_17107.html
高瀬舟縁起,森鴎外,,,1962.0,https://www.aozora.gr.jp/cards/000129/files/43038_15354.html
沈黙の塔,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/3336_23054.html
伊沢蘭軒,森鴎外,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/2084_17397.html
魔睡,森鴎外,,,1909.0,https://www.aozora.gr.jp/cards/000129/files/58983_72484.html
寒山拾得縁起,森鴎外,,,1973.0,https://www.aozora.gr.jp/cards/000129/files/43039_15363.html
余興,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/2079_23239.html
独身,森鴎外,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/3614_12062.html
あそび,森鴎外,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/2595_20436.html
高瀬舟,森鴎外,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/691_15352.html
興津弥五右衛門の遺書（初稿）,森鴎外,,,1912.0,https://www.aozora.gr.jp/cards/000129/files/48209_30639.html
杯,森鴎外,,,1968.0,https://www.aozora.gr.jp/cards/000129/files/688_23234.html
追儺,森鴎外,,,1909.0,https://www.aozora.gr.jp/cards/000129/files/693_18396.html
花子,森鴎外,,,1910.0,https://www.aozora.gr.jp/cards/000129/files/45254_30927.html
大塩平八郎,森鴎外,,,2000.0,https://www.aozora.gr.jp/cards/000129/files/2298_16910.html
サフラン,森鴎外,,,1914.0,https://www.aozora.gr.jp/cards/000129/files/685_20311.html
椙原品,森鴎外,,,1999.0,https://www.aozora.gr.jp/cards/000129/files/2081_23048.html
不苦心談,森鴎外,,,1996.0,https://www.aozora.gr.jp/cards/000129/files/50910_46740.html
壽阿彌の手紙,森鴎外,,,1971.0,https://www.aozora.gr.jp/cards/000129/files/42352_17662.html
空車,森鴎外,,,1916.0,https://www.aozora.gr.jp/cards/000129/files/2050_19788.html
訳本ファウストについて,森鴎外,,,1996.0,https://www.aozora.gr.jp/cards/000129/files/50911_46741.html
阿部一族,森鴎外,,,1972.0,https://www.aozora.gr.jp/cards/000129/files/673_23255.html
ぢいさんばあさん,森鴎外,,,1915.0,https://www.aozora.gr.jp/cards/000129/files/674_15358.html
そめちがへ,森鴎外,,,1897.0,https://www.aozora.gr.jp/cards/000129/files/45678_22338.html
津下四郎左衛門,森鴎外,,,1999.0,https://www.aozora.gr.jp/cards/000129/files/2082_23123.html
鼠坂,森鴎外,,,1912.0,https://www.aozora.gr.jp/cards/000129/files/45618_25532.html
最後の一句,森鴎外,,,1915.0,https://www.aozora.gr.jp/cards/000129/files/45244_22341.html
